49 -13
43 25
2 -18
11 -23
5 -25
8 0
37 15
7 -16
24 -26
20 -24
19 2
34 5
26 18
23 11
12 28
46 18
1 -8
28 30
19 -9
41 28
44 -13
11 -25
25 22
31 26
3 -28
34 -29
8 -3
28 -10
41 1
45 -15
43 -27
39 -4
1 23
37 -7
14 5
23 18
20 16
14 12
12 21
16 5
10 5
14 -24
40 -12
18 -7
46 3
18 -24
41 6
48 -19
11 -29
24 14
1 -28
2 2
32 -5
42 -2
35 -15
5 -1
31 -26
36 -5
43 17
2 12
21 -24
40 5
29 -22
49 -28
5 -11
7 -27
2 9
30 -14
15 -27
36 -10
21 -14
2 29
5 12
20 16
27 15
15 -17
10 29
16 -21
36 -8
46 -5
44 -25
2 9
16 -10
48 22
18 7
42 24
31 2
44 -24
40 20
21 -25
27 22
3 24
20 18
38 -21
22 8
44 6
30 30
10 14
22 -13
16 -30
41 28
18 -30
25 -24
35 16
11 -18
50 -3
49 6
46 -18
35 -28
17 18
3 10
43 -24
18 15
31 12
20 -28
33 -1
33 23
45 -27
3 -29
8 5
17 -15
36 -13
18 24
49 23
30 -10
8 2
48 -26
31 2
24 -12
19 -26
40 29
42 16
44 -8
10 30
44 2
5 -28
10 -3
8 -10
15 30
6 0
15 0
19 8
39 -4
5 7
36 5
32 8
47 -12
38 18
32 -9
23 -21
24 25
13 -4
2 -26
47 28
6 -20
28 -16
30 -14
26 25
18 28
27 2
30 -8
11 -1
28 22
21 -19
28 13
37 -5
5 3
36 -27
26 22
3 30
35 25
24 -11
46 -11
1 -5
40 -10
6 -24
42 -25
31 2
6 -29
33 19
39 -21
41 0
10 -18
12 4
33 -27
42 -23
11 -27
3 9
22 0
32 -12
3 -14
1 18
46 -8
36 -25
4 24
46 23
41 -5
10 4
13 16
44 -17
40 -19
11 -28
35 -21
3 18
24 28
3 7
33 28
8 13
48 -14
39 -19
30 -27
17 -9
14 28
40 -2
47 10
4 -22
50 27
26 21
40 -12
32 7
1 -13
32 7
2 11
44 -30
16 21
9 8
17 16
27 29
23 -14
49 1
49 5
46 10
38 10
42 -27
47 -26
25 21
47 28
47 -30
16 1
49 3
31 -23
46 24
20 6
23 -26
41 15
11 2
27 -20
31 15
1 -22
41 -23
28 21
28 2
43 -7
28 19
14 -11
24 -26
25 14
30 -15
30 -14
33 -19
8 -28
47 26
29 24
36 -5
49 -16
30 29
5 -17
9 -7
21 -12
43 -13
13 -12
48 25
50 -30
45 -2
27 2
48 19
42 17
29 -16
26 27
49 -17
7 17
10 9
30 -17
23 19
50 3
43 3
29 -9
40 -2
13 -4
29 -18
19 -5
40 6
44 20
37 21
12 6
29 -18
24 1
33 10
27 6
41 -6
6 15
40 -27
23 12
17 25
32 -23
40 7
47 -1
12 -25
17 6
1 -22
2 30
10 -6
3 11
3 -14
12 -26
24 -10
44 13
29 7
8 -29
8 -3
19 -1
31 2
14 -24
12 4
44 -21
20 2
49 26
11 -15
39 -26
10 -16
15 -19
14 -18
14 22
25 9
20 -19
13 -27
35 27
34 -16
22 -23
23 -4
15 -12
6 -14
30 -5
29 28
15 23
10 21
24 23
17 29
49 14
19 -21
48 -10
16 3
33 30
12 -9
26 -22
46 -12
10 -30
1 -8
38 22
34 -24
32 -1
45 17
6 -24
35 3
44 24
46 -30
32 12
25 -2
34 11
2 2
28 -29
23 27
26 -12
18 -19
13 10
12 -9
47 22
18 -9
10 7
31 25
42 10
48 -16
26 -29
3 10
41 -19
31 14
16 -16
3 25
12 5
44 -19
30 -6
32 -29
13 -10
40 26
47 24
32 25
44 -27
43 -6
15 9
22 7
25 -4
2 -16
30 0
39 7
38 18
39 -11
18 17
42 13
16 -2
6 -7
5 -24
13 7
44 17
32 1
41 13
8 4
26 12
49 26
1 14
8 6
29 -5
25 9
35 22
33 -28
42 -18
46 -21
10 12
46 4
2 -25
42 -1
26 -8
5 -5
27 29
21 6
23 -6
19 14
3 24
36 -20
12 6
50 -18
35 19
36 -10
27 29
39 10
47 -7
13 7
29 6
14 3
36 -19
31 -4
41 -30
46 -10
39 -9
22 -13
3 -4
16 -27
38 6
26 -26
44 13
42 -23
21 17
28 27
21 -18
28 25
39 -29
34 -5
37 -27
48 -8
30 -3
2 27
46 -16
27 -7
16 30
29 -4
50 21
10 25
14 15
23 30
42 21
22 19
6 6
29 3
47 25
2 22
4 -7
11 3
50 0
50 -4
24 -2
30 2
31 13
22 18
25 -11
14 -29
17 14
4 3
45 -14
27 27
44 -6
30 21
40 10
50 14
19 23
32 15
30 30
26 4
23 -2
41 -1
32 27
39 30
35 -19
28 17
34 7
35 -8
9 26
31 -29
13 7
13 -14
4 17
9 -27
29 -9
22 -19
26 27
48 25
28 11
6 17
42 16
24 -15
25 19
20 -23
9 -6
48 -26
15 7
33 -10
45 11
47 -12
3 -18
33 5
22 21
50 -13
14 -10
35 14
1 20
38 -14
47 -15
44 -14
24 -4
4 -8
5 -24
23 12
42 28
15 24
22 -29
29 4
8 -19
39 -8
6 -6
7 -17
24 -11
47 26
46 -13
18 -19
29 -22
16 -25
22 14
23 5
15 -2
35 -28
36 -21
31 2
46 29
6 -23
17 -8
29 -12
3 -10
46 -1
16 28
8 27
21 -13
48 -24
15 4
42 -10
23 20
25 -11
5 11
45 -12
16 30
11 1
19 -25
40 21
26 15
23 -4
49 -9
37 -26
30 -11
45 -12
40 -22
6 -8
43 24
29 0
39 17
9 -25
49 -30
42 -11
24 -16
19 17
49 -13
9 -18
32 21
47 -11
6 -23
37 -8
42 -27
37 -22
23 26
36 28
38 -22
39 -10
8 5
1 -6
8 8
17 22
2 26
24 -25
29 -22
1 -5
3 -17
32 11
18 0
8 -2
18 -25
16 18
36 14
13 -29
28 -25
18 14
47 -29
41 -19
14 22
40 -17
35 14
2 6
32 -6
11 -30
49 -7
41 -19
4 -25
40 -19
41 -6
17 -7
31 26
3 -19
20 8
24 13
22 -10
38 22
17 11
40 20
43 -12
11 25
37 -11
37 7
27 -11
31 21
46 23
21 30
25 9
31 -21
14 12
43 4
26 12
26 -27
42 18
14 27
50 1
18 -25
49 11
46 -10
9 27
38 -27
9 18
1 -27
28 0
41 27
32 29
3 -17
34 7
30 15
40 -27
36 18
38 -28
17 22
38 17
32 -16
22 -16
40 24
1 -22
7 -14
49 15
12 4
10 -4
40 12
